,asin,page,stars,author,date,title,comment,verified,helpful,pics,video,comment_id,author_status
220,B00VLUZ31O,4,5,AF5M473ZORMLEAWWFYG72UKPXXLA,9 November 2016,he loves plymobilmso im sure he'll love,"BOught as a Christmas gift for my grandson, he loves plymobilmso im sure he'll love this",Verified Purchase,0,0,0,R20I1US16I7HJS,none
221,B00VLUZ31O,4,5,AEO3IRMFFYVI3MVZNUK2IP4DNESQ,22 April 2016,bought it again easier to put up this time around and just as good for little ones,"Son had this first time around,bought it again easier to put up this time around and just as good for little ones,original was the best though but this is refelected in the price",Verified Purchase,0,0,0,R1HZ37596TWZBJ,none
222,B00VLUZ31O,4,3,AFHOHI2FKIY7DXA5KYMXCHLNDRHA,24 June 2017,Good building skills required!,This is great once built .We didn't realise it came in one million pieces but after a couple of days and much patience it was built .My daughter loves it !,Verified Purchase,1,0,0,R1MGFMYE9ZFB16,none
223,B00VLUZ31O,4,5,AGNKTYK3V37MLAQO73DZAQZY4OMQ,13 February 2018,Great toy from a classic brand,My daughter wanted his for her birthday (9). She was thrilled to receive it. Some adult assistance is needed with assembly.,Verified Purchase,0,0,0,R1ZJR5MKUZBBVG,none
224,B00VLUZ31O,4,5,AHIMFYFHVTN2M533YRDVHY347RMA,13 September 2017,Five Stars,Excellent just right for grandson's birthday,Verified Purchase,0,0,0,R1NFP7PQOP2CSY,none
225,B00VLUZ31O,4,5,AGTWVHHXBS6WSVGWFALSDYRGN2RA,27 December 2017,Five Stars,Good,Verified Purchase,0,0,0,RIJ9N3N5TNZP,none
226,B00VLUZ31O,4,5,AEJUZII6V6J44DN7MFQCPCQBKLCA,17 March 2017,Would order similar product again,Grandaughter very happy with product,Verified Purchase,0,0,0,R3JUKNKZIVJLKX,none
227,B00VLUZ31O,4,5,AEBKRN2JWZ2OZYXAQCS7YBJFB4RA,24 May 2017,Five Stars,As expected,Verified Purchase,0,0,0,R3VME7VSHWOUTO,none
228,B01EKFF2KS,2,5,AEH4MPYG6L7OQCVIB2TCEBF3CH6A,25 December 2017,Gameseek - Shame on you,"Our 5 year old LOVES this Pyramid which he got for Christmas!! .... The only issue is with the packaging/delivery.... The product was delivered in its Playmobil box with just an address label on it! No plain packaging etc (bearing in mind the time of year!!) .. this laziness almost spoiled the surprise.... Great product, consider suppplier...",Verified Purchase,0,0,0,RDARBD9L8SSFN,none
229,B01EKFF2KS,2,2,AFCSV6EX6VZQ2WOC53HO36YSPGWQ,23 December 2017,tricky to assemble,do not believe the 90 mins guideline for assembly allow yourself far longer. the base seems warped so the pyramid doesn't sit flush. one wall section isn't connecting at the top so will have to be glued into place. very attractive item but how it will stand up to repeated usage is doubtful. I expected far better from this company.,Verified Purchase,0,0,0,R2URLQUFIUWFM9,none
230,B01EKFF2KS,2,5,AFCJY2FJ7DFHGT5RNEANZ54YWZ5Q,24 November 2017,... this with his saved money and he was so happy when it arrived,My son bought this with his saved money and he was so happy when it arrived.  He hasn't stopped playing with it since.  Great product.,Verified Purchase,1,0,0,R3I8TYS7KQOTLP,none
231,B01EKFF2KS,2,4,AFWFVHQYLKMZMHCTHMCPION42HLA,30 January 2018,My son is very happy with this,"My son is very happy with this, lots of nice accessories but it nearly drove me mad putting it together.",Verified Purchase,0,0,0,R14QTMUCZUXCKC,none
232,B01EKFF2KS,2,5,AEPJ72DXUCYHWHPJPSXRE2IAR64A,6 February 2018,GREAT PLAY VALUE,Our granddaughter was delighted with this and is having a lot of play value with it.,Verified Purchase,0,0,0,R3KDI4MLG8QDOJ,none
233,B01EKFF2KS,2,5,AGZNCE2FEYD65U4GTK5QFPNKJCLQ,30 December 2017,we love this. we gave it to our daughter for ...,we love this. we gave it to our daughter for Christmas. plenty to do and very robust. We got additional sets to go with it too.,Verified Purchase,0,0,0,R193LTYWEUA9X3,none
234,B01EKFF2KS,2,5,AFRPFKKGFHQ2JYMZ7YX6TRB3VN5Q,21 April 2018,My Son adores it.,My 4 yr old Son LOVES it. I don't really see the attraction but he does. Instructions were fine for me to put together. One happy child.,Verified Purchase,0,0,0,R5XARSBNNZGMI,none
235,B01EKFF2KS,2,4,AG3Z75W4FQKKJRYY7YIJRNHEFPQA,19 November 2017,Great set though with lots of toys,Slightly bent on one side. Great set though with lots of toys inside,Verified Purchase,0,0,0,RP2AR2RR73XVP,none
236,B01EKFF2KS,2,5,AHIRQWLUQH3IYVQINQZECG4PTZJQ,22 January 2018,Good quality,"My 5 year old Grandson loves it, lots of small bits to lose.",Verified Purchase,0,0,0,R2VFTSP7AL43O3,none
237,B01EKFF2KS,2,5,AEZ3QXEWGPZXODEQNHG5XE7LTFZA,6 September 2017,Five Stars,Excellent,Verified Purchase,1,0,0,R1BSYUE3WIR9W6,none
238,B01LTHZP16,6,5,AGXT6LZZA7NT3OPGVLGFCCPTHTGA,31 August 2017,"Brilliant, grandson loved it","Brilliant,  grandson loved it .",Verified Purchase,0,0,0,R270MRGN449RPO,none
239,B01LTHZP16,6,3,AEQSNJYU43SM4PUX5Y4BJBG6ZIGA,13 April 2017,However he was surprised with the poor quality and I was aswell as we have bought ...,"we bought this product and my son was very excited , and as soon as it came he started putting it together. However he was surprised with the poor quality and I was aswell as we have bought many playmobil before and it was very good - may be a one-off",0,4,0,0,R24U2IAPDIN0VL,none
240,B00VLUZ31O,10,2,AGR2BEE377BO6QGCQJB2RQT2IIQA,20 June 2016,2+ hours to put together and a child can't physically do it. Stick with Lego.,"This hospital play set, is great once it's constructed, very detailed, lots of different rooms and features. However, for a child raised on Lego, it's quite frankly impossible for them to put together. Small plastic clips (about 60 of them) have to be inserted in holes on every piece and despite my help and much pushing painfully down, my 8 year simply couldn't do it, leaving her disappointed and frustrated. Added to this, unlike Lego where you open and go through the bags in order, here the pieces could be anywhere in the entire set of 200+ pieces. Just really disappointing experience. We persevered and got it up and playing but I can't really recommend it because of the awful construction process. I didn't buy my kid a toy to give them a worse-than-IKEA like experience.",0,1,0,0,R1MR6Q1JN2J56D,VINE VOICE
241,B00VLUZ31O,6,5,AFRKSLGODP65OPGRYBP5L2N2DLAQ,12 December 2017,Five Stars,My daughter was very happy. Arrived on time.,Verified Purchase,0,0,0,R3TP8HPR7COJA5,none
242,B00VLUZ31O,6,5,AGFDNHJB3UP3OQTB5IKIP4LVVMEA,22 January 2018,Brilliant!!,"My seven year old Granddaughter loves it. Hours of fun, also educational.",Verified Purchase,0,0,0,R29QBQ541MII7C,none
243,B00VLUZ31O,6,5,AHV3O4AM3UNBTOU2DJFLLDR6S6XA,16 November 2016,Five Stars,super,Verified Purchase,0,0,0,RH1T4HGJ55BI2,none
244,B00VLUZ31O,6,4,AHF7I6266SXWEHMTYXT7DV2VL6EQ,24 February 2017,"Great hospital, kids love it","Great hospital, kids love it, just make sure you give yourself plenty of time to build it! Would be helpful if the parts were grouped together in relevant bags.",Verified Purchase,0,0,0,R342YSZ3J1S1S8,none
245,B00VLUZ31O,6,5,AETYUUWLAABHVJG2WRMM7M5QFYKQ,15 February 2017,Ideal gift,Spent a lot of Christmas day putting this together but what fun our granddaughter is getting out of this.,Verified Purchase,0,0,0,RWYQWHD9JGTC0,none
246,B00VLUZ31O,6,5,AHE4YVDUUFRZYOKPCWXV5AKMFOTA,6 April 2016,City hospitral,Nice toy grandaughter loved it,Verified Purchase,0,0,0,R1TQKNM941UVAG,none
247,B00VLUZ31O,6,5,AHTD2WL3SJ23RSAKEPNTVFYJ7HZA,8 May 2018,Excellent as usual,"8 Year old daughters birthday present. We always love play mobile. Excellent as usual, fast delivery.",Verified Purchase,0,0,0,R7K0CPWCN2Q66,none
248,B00VLUZ31O,6,5,AGJPDLUSUKBRNC5HNWFZZSGCER3A,14 March 2018,Playmobil hospital,Very good set from playmobil as usual,Verified Purchase,0,0,0,R192AYNAZ82RON,none
249,B00VLUZ31O,6,5,AF4H3IVGAB3HYTUJ76NWRLO756AQ,26 December 2016,Five Stars,Box was battered but all fine inside,Verified Purchase,0,0,0,R2A5GBNZ5COASX,none
250,B00VLUZ31O,6,5,AF575HXA3F22VFI4S776WH3ZLD5A,12 January 2018,playmobil,Plenty of detail fairly easy to put together .,Verified Purchase,0,0,0,RF4C8ZBVBUFUD,none
251,B01608LKP4,5,3,AGJA3KH7RFEHIAGSNB7PRKZTHCKA,29 November 2017,Three Stars,Very small for price,Verified Purchase,0,0,0,R23R7I3E533XK6,none
252,B01608LKP4,5,2,AHR36C5PER3QSCJAOFQZACGSXVGQ,27 December 2017,1000 Tiny Pieces for Adults to Assemble,"Kids love this, but I missed the good bits of Christmas morning because I was assembling 1000 tiny pieces. I'm not sure who this is aimed at - kids can't assemble it, and adults can't do it anywhere easily enough (the risk of swearing is pretty high).",0,0,0,0,R3D5O9PI06NJG,none
253,B01608LKP4,5,1,AH7CTU434GIZ7XTALY26PQW2RMWQ,25 December 2016,Your ponies will roam free!!!!,"Have just put this together and there are several pieces missing, meaning that the doors cant be put on and the horses can escape!!  Also no trough or buckets so the horses will starve, very disappointing, In all seriousness for the price and for pieces to be missing, really not good",Verified Purchase,7,1,0,R199XG8NEU4KYI,none
254,B01608LKP4,5,3,AEUIUTBHE33UBIPTSENG44GPHF6Q,30 October 2017,Three Stars,Xmas pressie,Verified Purchase,0,0,0,R30CDHJ5QOJ38F,none
255,B01608LKP4,5,5,AFFITDWJESVK4J4RKCEYYUZJRBLQ,30 November 2017,Five Stars,Fantastic,0,0,0,0,ROO0PEOTL12GW,none
256,B00VLUZ31O,2,5,AHX63NC7OE3RG4NPJMQMNUTI5WJQ,3 April 2018,Great price,Fantastic item. Bought as a Christmas present and still used frequently. Cheaper than any high street toyshop and came next day with Prime.,Verified Purchase,0,0,0,R17IJNTO68NEWK,none
257,B00VLUZ31O,2,5,AFNX7D7KWKXT6CB4RUIGJIVXHMEA,1 June 2017,Great for 6 year old,"Bought for my granddaughters Christmas present, also bought the add on packs. She loves it. Just a warning, make it up ready as it takes a while.",Verified Purchase,1,0,0,R2GK8MNZ7AVUUN,none
258,B00VLUZ31O,2,5,AFKF7IEF6YCOQ2AORIQTB3VZGTRQ,19 February 2017,Lots of play,"Amazing set for 4yr old daughter who has done some hospital time  lots of good fiddly oxygen tubes, plaster casts and potty seats for toilets.  This is our first playmobil set but we'll be getting more !",Verified Purchase,0,0,0,RCMH61RMVOJXT,none
259,B00VLUZ31O,2,5,AETRRAI6HGJN5WD4OUVZYPQH4D7Q,18 February 2018,This was time-consuming to put together butt worth it. ...,"This was time-consuming to put together butt worth it. My 4,5 and 8 year olds have all spent time playing with this set.",Verified Purchase,0,0,0,R2ZQ0LN1RIXL2R,none
260,B00VLUZ31O,2,5,AFZFT46EFQ2KO3E2ZWFNAAHUPRUQ,5 April 2018,Good play value,Took ages to put together but worth the wait. Good job we did it before we gave it for our grandsons birthday!,Verified Purchase,0,0,0,R35C5QOB67NLJQ,none
261,B00VLUZ31O,2,4,AGYWEDOGMRYHA6Z3GYTRQDBID5DA,28 December 2016,Cant fault playmobil good quality took me ages to build but instructions are ...,Cant fault playmobil good quality took me ages to build but instructions are straight forward  im just slow! once built its robust enough to move around also have helicopter and other bits. nice thing is you can build up the same theme.,Verified Purchase,0,0,0,R1NDOFT6DEDXV0,none
262,B00VLUZ31O,2,4,AFRXUUP6YO75TFURRR5KW2Z3LN6Q,1 June 2017,Four Stars,"I enjoyed building it, the kids enjoy playing with it!!",Verified Purchase,1,0,0,R31HEW6YKWOWUP,none
263,B00VLUZ31O,2,5,AEXL6FIG5TNQV4Z55PGYNABVC3SA,18 October 2017,Great,Need to have about an hour to put it all together. Would recommend you set it up the night before birthday or Christmas if you want the wow factor of your child.,Verified Purchase,0,0,0,R191O90ZH1OGWC,none
264,B00VLUZ31O,2,5,AHAIIS4BORAY75AJIRM7YAMULFSA,31 December 2016,Great hospital,"My daughter loves playmobil , it took me 2 hours to built the hospital but my daughter loves it . All the small detail is amazing and I got this for a good price just before Christmas",Verified Purchase,0,0,0,R3AGPWKR3UQ6EU,none
265,B00VLUZ31O,2,5,AGNBGYN4EJREO6OTMXNSQR7IYM2Q,7 March 2018,Loved by 9yr old,Arrived in plenty of time. Granddaughter who is 9 loves it and wrote on her thank you card ‘I play with it every day’! Which speaks for itself.,Verified Purchase,0,0,0,R376PGE6OYUPP9,none
266,B00VLUZ31O,7,5,AHK7ZY35P5PP4MBEMRIFW5T5FPRQ,14 January 2018,Good buy,Excellent value amazing detail in the accsesories bit of an effort to build but wrth it,Verified Purchase,0,0,0,R1LM2V8MAD4CX4,none
267,B00VLUZ31O,7,5,AEENMENEUINYIUYIOCI6AXYC352Q,10 January 2018,easy to,"daughter hasn't stopped playing with it since she got, easy to assemble",Verified Purchase,0,0,0,R3181PG6693M0U,none
268,B00VLUZ31O,7,5,AGQAPWMWASNPNBMCV5Y36JEAIMAQ,19 March 2018,Five Stars,well desired toy well received,Verified Purchase,0,0,0,R1SYQRTF4M1Y03,none
269,B00VLUZ31O,7,5,AG7B5WTGE4A2UJYIWFAWLBG5LZEQ,11 August 2016,Five Stars,Really good quality toy and well made and my daughter loves it.,Verified Purchase,0,0,0,R1QSINPEMSBXGU,none
270,B00VLUZ31O,7,5,AHER2KXGCCDQSJOLOCCUVWDGF7XQ,13 November 2016,Brilliant play set!,Brilliant play set! Attention to detail is amazing! So much fun for my 5yr daughter to play with. Will definitely be adding to this set for her!,Verified Purchase,0,0,0,R1SP4E40EMI45K,none
271,B00VLUZ31O,7,5,AGYUKP6ES5KORORFC7JI5QT4YWYQ,14 September 2016,Brilliant. Although I would advise putting together before giving ...,Brilliant. Although I would advise putting together before giving as a gift. Because putting it together is a little bit of a pain. But well worth it!,Verified Purchase,0,0,0,R3C65I4OZL2W95,none
272,B00VLUZ31O,7,5,AFT6XZDND7ERQDWQDV7LSW6K5BWA,6 February 2016,Five Stars,Great service and quality.,Verified Purchase,0,0,0,R316CMPCXUXVEZ,none
273,B00VLUZ31O,7,5,AGIOIXFPZV3PZLN2DGP77KRFLT6A,6 October 2017,Five Stars,My Grandaughter was thrilled with this gift,Verified Purchase,0,0,0,R5KIKTF5TL4OK,none
274,B00VLUZ31O,7,5,AG5SMTIXWWO6D6ZNXB6SDNDQCTAA,1 December 2016,Five Stars,excellent service from amazon good product my granddaughter loves it,Verified Purchase,0,0,0,R227RNCSHSRV07,none
275,B00VLUZ31O,7,5,AH5D265CLXE6YDD5X6LQW35GDRFQ,30 October 2016,Five Stars,"lovely item for granddaughter, she loves it!",Verified Purchase,0,0,0,RS5JIUAFWVD30,none
276,B01EKFF2KS,5,5,AGIO6XIMEZB7OGV6XFEPP52HAGYA,20 October 2017,Five Stars,Great gift for my kid (5 years old),Verified Purchase,0,0,0,R38K3TXFBH50OJ,none
277,B01EKFF2KS,5,4,AGUYW6UPOQBGMN43S7YOXNT4GILA,5 June 2017,"Very good product, bigger than i thought it would be","Very good product, bigger than i thought it would be. my son absolutely loves it. very fast delivery, arrived two weeks before the delivery date. the only reason i have given four stars and not five is because when it was delivered it was delivered just as you see in the picture. they delivered just the product as is and it wasn't in any packaging, just the pic you see with my address label stuck on it. so i had to quickly hide it from my son before he saw it as it was a birthday present.",Verified Purchase,4,0,0,R1OLR19K7KU22W,none
278,B01EKFF2KS,5,5,AFCY4HNABPMBE36F6TW2JHQACCBQ,29 July 2017,So much detail,We have been looking at this set for so long now and it certainly has not disappointed. My two boys age 4 and 7 have had a great time playing with this together. The moving sections along with all the detailed figures and accessories have given them hours of great role playing and adventures. Playmobile never fails to impress.,Verified Purchase,1,0,0,R2T3PBVEBX8R0O,none
279,B01EKFF2KS,5,1,AFSMTCCWTFM6VF2KRM4ZYZTD5E4Q,20 November 2017,One Star,"Arrived unboxed so my child, who’s present it was saw it, also parts missing. Shocking.",Verified Purchase,0,0,0,RS5M58L9A3K5,none
280,B01EKFF2KS,1,2,AGGV4HIH3JIQLOROEJE637YYI44Q,6 November 2017,Not great,"The kids love it, but I am not impressed.  It was easy to build and didn't too long to get it up and running. While the actual pyramid is a decent size, the areas where the kids can actually play in within the pyramid are very small and it doesn't work very well with the large treasure items and Playmobil people in such confined spaces. The kids end up on top of each other and play around the pyramid rather than actually within it.  One of the hanging lanterns acts as a switch to lock the doors at the front, however, the chain from the which the lantern hangs is extremely flimsy and broke on the first day of play and I've had to order replacements from Playmobil. For the same price, you can buy the Ghostbusters HQ which is far better than this set.",Verified Purchase,4,0,0,REICE0HLM2GM8,none
281,B01EKFF2KS,1,5,AHZVLJBZ4UVWPD5D7T4QVNJ2HRLA,10 January 2018,Fantastic playmobil play set.,"It's expensive, but worth it.  Pretty large and the box it comes in is freakin huge!!  It was simply my daughters favourite christmas present and we also got her the Caesar and Cleopatra figure set to compliment it which I recommend.  My wife put it together and I did hear some swearing about bits being very hard to put together and in place, but she got there in the end.  There does appear to be one floor stone that is supposed to drop out, dropping out and barely staying in all the time, but my daughter doesn't seem to mind.",Verified Purchase,2,0,0,R2GQYQPY75F88S,none
282,B01EKFF2KS,1,5,AGIZCVMLVOFVS7DV6N2ZSTZ4SDCA,24 May 2017,"Love Playmobil, and these sets are fantastic","Love Playmobil, and these sets are fantastic. The quality of these toys has not diminished over time, and it's really nice to have something a bit different from the standard 'Police, Fire Service, Camping' sets that seem to dominate.  My son loves it.",Verified Purchase,4,0,0,R32PW443S06ISH,none
283,B01EKFF2KS,1,3,AFM7I5UZ62WA7G24P3UA33U4J6UA,20 March 2018,Damaged base,Bought this when it was reduced and for some reason even though it I as sealed it had black scratch marks on the base. I wanted to get it replaced but after my daughter built it she didn’t want to return it. Minus that it’s a great toy. My kids love playmobil and way too much of it,Verified Purchase,1,0,0,R1Q300QNUKN9QA,none
284,B01EKFF2KS,1,5,AF6ASOST7SG3SCZ3VUAUMKBUJOXA,10 December 2016,Took a fair bit of time putting it together but that was the fun of,Grandaughter thrilled with this gift. Took a fair bit of time putting it together but that was the fun of it,Verified Purchase,5,0,0,RTRENIRVBU98C,none
285,B01EKFF2KS,1,5,AEJHXAMVENZ2W2IUS6CCZHHDAAKQ,16 April 2018,Some Assembly required,"Purchased for our grand kids, my wife and I spent a very pleasant hour assembling the parts and sticking on the decals and ""wall paintings""..",Verified Purchase,0,0,0,R1BNN4VNT8N8HH,none
286,B01EKFF2KS,1,4,AHUBD6YQKZUJDBZQGNEOVLKBPU4Q,16 January 2018,Took about an hour and a half to build for ...,Took about an hour and a half to build for my niece but she is enjoying playing with it. As with all this sort of stuff once you get it out of the box and put it together it’s nowhere near as big as the size of the packaging would indicate.,Verified Purchase,1,0,0,R33L4TPCWKUZX8,none
287,B01EKFF2KS,1,5,AESUG4BQBOHQ2HHOUD5NGBSNDJPQ,1 January 2018,If you want quality and play value Playmobil is the best!,Bought with the other Egyptian stuff for our grandsons. The five year old screamed when he opened it. If you want quality and play value Playmobil is the best!,Verified Purchase,1,0,0,R2K6YLKKCLZKF7,none
288,B01EKFF2KS,1,5,AF7J6ZOKY45Y3JXAI5FHYPOX5JBQ,18 October 2017,Good present,Lots to play with inside,Verified Purchase,2,0,0,R1MXKXGJFBCG2O,none
289,B01EKFF2KS,1,5,AFGWFXUM64HBYS4SG635B23X7LGA,4 January 2018,Egyptian pyramid playmobil,As with all other playmobil my children love this. The set is easy enough to put together and didn’t take me long at all. The stickers need fixing on and there’s some nice extra pieces such as the spiders and sacred jars,Verified Purchase,0,0,0,R2TSE0HLSO6UL5,none
290,B00VLUZ31O,3,5,AERYCUAZ3YUJ45BPIQ54ZSI5LWRQ,5 May 2018,Lives up to Playmobil standards,Huge building adult assembly took 2hours and you def need to invest in all the extra sets to fill it up,Verified Purchase,0,0,0,R2EY9DNG1BQUBV,none
291,B00VLUZ31O,3,5,AEOJ2CFMJBIDT5H27WRKKSPDT24Q,27 March 2018,Granddaughter loves this,Bought this for my granddaughters 8th birthday.,Verified Purchase,0,0,0,R3SBT68VQNN9SO,none
292,B00VLUZ31O,3,5,AGXUIVAIJHRC3LF45LJBOHXZPHWQ,6 January 2018,Great buy and attention to detail is outstanding,This childrens hospital is just priceless.  It has endless hours of imaginutive play.  The design is great and easy to build.  The facilities are outstanding and attention to detail.,Verified Purchase,0,0,0,R3JU0D3WAY1HJZ,none
293,B00VLUZ31O,3,5,AFW7ECM34NGXYVMTU6EAKORZJROQ,2 January 2017,Brought for our 6 yr old daughter.,Brought as a Christmas present.,Verified Purchase,0,0,0,R28MCI3CDK23UP,none
294,B00VLUZ31O,3,5,AGFZUEG3Q3FCHRLUOODRQ7RN3GMA,6 September 2017,Five Stars,My granddaughter and even grandson love this. Its a few months and still a fav toy.,Verified Purchase,0,0,0,R116N7BSKUZWZL,none
295,B00VLUZ31O,3,5,AGAVAGF2SBM775NNJZ6AZ6JH5SXA,12 November 2017,What she asked for,Grand Daughter seems very pleased with it as a birthday present,Verified Purchase,0,0,0,R3676FHZOGRCJU,none
296,B00VLUZ31O,3,5,AFFNDDJHNR44EIG76537HPS7T5AA,13 January 2018,Good Quality product,Our grand daughter really enjoyed constructing the toy and playing with the finished item.,Verified Purchase,0,0,0,R2PP7IRNIUS4V7,none
297,B00VLUZ31O,3,5,AFCRL2HWC6B2I2LUCENEQ55KEBVQ,13 November 2017,Five Stars,Haven't opened yet as a xmas present but looks good,Verified Purchase,0,0,0,R31J5M0ER1L4CI,none
298,B00VLUZ31O,3,5,AE7ILUG432KMFXFKXXBS6JNUHE2Q,29 October 2016,Happy Customers across the Generations,"My grand daughter has hours of fun playing with this Playmobil product, and enjoyed helping me assemble it for her.",Verified Purchase,0,0,0,R3JMMY6A8235K5,none
299,B00VLUZ31O,3,4,AF6D5HG552RGADBLITCROJIMQKMA,13 November 2017,"... Christmas present for one of my granddaughters looks really good, she loves anything like","This is a Christmas present for one of my granddaughters looks really good, she loves anything like this",Verified Purchase,0,0,0,R3TTAWGUAQ5V7P,none
300,B01AJPC9X6,6,5,AGD2TWGED7N7L7QQSKUL2GJ7MDMA,2 February 2018,Five Stars,Fantastic toy!!!,Verified Purchase,0,0,0,R2KR0BNQBB77P1,none
301,B01AJPC9X6,6,5,AFPZ7FXLSFMF7UNJHZBJ6ZGI5BBA,29 November 2017,Five Stars,Excellent product and good value,Verified Purchase,0,0,0,R374DW7S6IKC25,none
302,B01AJPC9X6,6,5,AGALC5AHFF4CAEFURNQ6HF6Y75OQ,22 May 2017,Five Stars,Took a while to put together but very robust and my grandson just loves it.,Verified Purchase,0,0,0,R7SCVBIM8R8XS,none
303,B01AJPC9X6,6,5,AGY7KGPT5TGKHYPWZU27BSUKMUZQ,28 December 2017,My 7 year old son had hours of fun with this over Xmas and spent the rest of ...,My 7 year old son had hours of fun with this over Xmas and spent the rest of his Xmas money on playmobil,Verified Purchase,0,0,0,R3735HXC12GL7E,none
304,B01AJPC9X6,6,5,AFOHJSKKPJL5FYGFVB4KJ46BL3XQ,27 September 2017,Five Stars,Super!!! thanks !!!and very fast delivery !!! My son very happy 👌,Verified Purchase,0,0,0,R89W81OCCECII,none
305,B01AJPC9X6,6,1,AHPJH32KZE2X43TRWDNAUU43LLYA,23 January 2018,Very upset as it had two pieces the the same ...,Very upset as it had two pieces the the same and therefore couldn't build it and it also had some people missing.,Verified Purchase,0,0,0,R1IM3GT198J0FA,none
306,B01AJPC9X6,6,5,AGQGX7ADHUH64HWYZKZHQ23NQPDQ,28 January 2018,Five Stars,My 4 year old is going through a cops and robbers phase and absolutely loves this!,Verified Purchase,0,0,0,R16M3G8KC80U46,none
307,B01AJPC9X6,6,5,AEVGTGPUZ42DVRS2LLLETH4LKRGQ,19 November 2017,Five Stars,Seems like a good product but it is a Christmas present so it hasn’t been tested,Verified Purchase,0,0,0,R3AW6Y2HPCXJ53,none
308,B01AJPC9X6,6,5,AFQ52ESII4VFZN57GF2LDNKH6RBA,27 October 2017,"Ordered as a gift, was complete & look awesom ...","Ordered as a gift,was complete & look awesom when built.",Verified Purchase,0,0,0,RKSH8WPJOMFHH,none
309,B01AJPC9X6,6,4,AGCAONW4ENA3LRDQV277JH6CDOUA,14 November 2017,Four Stars,Really nice toy however it’s very easily broken not as sturdy as first thought.,Verified Purchase,0,0,0,R15GFNLVYA3GTC,none
310,B01AJPC9X6,5,5,AHFWQ3553FEVEYPXP4CC3N5TQBMA,30 March 2018,Five Stars,Good,Verified Purchase,0,0,0,R34ERALXHZ8LI1,none
311,B01AJPC9X6,5,5,AFJ4E2XKZKLAO2QEAMVSGBCFL74Q,1 January 2018,WYSIWYG,WYSIWYG,Verified Purchase,0,0,0,R2D5IPWJMGSTTB,none
312,B01AJPC9X6,5,5,AECK3FR4IOUI5WIAMNYIWNWEC32Q,26 December 2017,Five Stars,Great price!,Verified Purchase,0,0,0,R3Q7B5NVVDBRRB,none
313,B01AJPC9X6,5,5,AFMRCJAMQ5KQO5BXPYUMJJHZA4LA,31 December 2017,I bought it for my son's eighth birthday present easy to assemble but the instructions could be easier it ...,I bought it for my son's eighth birthday present easy to assemble but the instructions could be easier it arrived well before the delivery date I was given will definitely use your company again,Verified Purchase,0,0,0,R2092VYTOL8CB3,none
314,B01AJPC9X6,5,5,AGPMCBA2SDP275IXXQ3O7FAYHBCQ,25 February 2018,he was so happy and we built it on Christmas Day,"Bought for my grandson for Christmas, he was so happy and we built it on Christmas Day.",Verified Purchase,0,0,0,R3HRB0ZX15BUE2,none
315,B01AJPC9X6,5,5,AELHBA42MDC7AI6MQPAA6OWKYEGA,15 September 2017,Five Stars,a great toy for my grandson he loves it,Verified Purchase,0,0,0,RL3RN8AYMMZMX,none
316,B01AJPC9X6,5,5,AEVCOJIXKBGDNF4MROF6I2GZV6LA,31 October 2017,Police station by playmobil,For my great grandsons Christmas present. He loves playmobil.,Verified Purchase,0,0,0,RHTZRPGZD05UE,none
317,B01AJPC9X6,5,5,AHSTE6AAKJIXUFDNMQLDZCWV6TLA,6 January 2018,"Took a while to assemble, but worth it.","Son loves it. Played for hours on Christmas Day, and lots more since. The police station is currently being overrun by glow-in-the-dark dinosaurs.",Verified Purchase,0,0,0,R2CLQK8507DH8S,none
318,B01AJPC9X6,5,5,AEBZLOX74VRNW6RZHTBFQUHG37DA,19 January 2018,... likes his police station plenty of play and very good,grandson really likes his police station plenty of play and very good price,Verified Purchase,0,0,0,RPHYGXFDJCAJD,none
319,B01AJPC9X6,5,5,AG5FML6AXZJR43B32QZCMMHRSL2Q,6 January 2018,Great product,"Well made, sturdy, playmobil at its best and my granddaughter loves it.",Verified Purchase,0,0,0,RVL3O3Q56UATN,none
320,B01LTHZP16,4,5,AEQRE4WLHFDOOLLWC6IMFYYR6IYA,4 February 2018,Perfect toy,Good toy. Which my grandson loves,Verified Purchase,0,0,0,R3PHQMNKQDZP9D,none
321,B01LTHZP16,4,5,AENL5X3L3MDL4SCZGGASOAQL755Q,4 March 2018,I like it as theres not 1001 pieces to put together ...,3 Year old loves it. I like it as theres not 1001 pieces to put together live other playmobil.,Verified Purchase,0,0,0,R1Z7CUY6RST9YT,none
322,B01LTHZP16,4,5,AEDPHGETNR3DUDLTXXSATG76EDFA,10 January 2018,Great helicopter,Just what my son (4yrs) was after to complete his Playmobil police collection.,Verified Purchase,0,0,0,R1EBKH68X5DBPB,none
323,B01LTHZP16,4,1,AFNEOZ24BJQYBDDARAB7JK7TZIGQ,26 December 2017,Opened up the package and some items were for a ...,Opened up the package and some items were for a different toy. Also the front windscreen on the helicopter doesn't close very well.,Verified Purchase,0,2,0,R21NK4PN89VC2U,none
324,B01LTHZP16,4,5,AFB77EFMTRRXBJBOV5LZEHR2CWJA,3 February 2018,Five Stars,Great add on for the Police collection!,Verified Purchase,0,0,0,R2ACE06MSWG947,none
325,B01LTHZP16,4,5,AH2KGKIA27UBBVA7VFKXI4DYP7UQ,5 January 2018,Five Stars,Grandson loved this,Verified Purchase,0,0,0,R11T2AGLJU83PG,none
